Symbol,Strategy,Window,BestParams,Trades,WinRate%,TotalReturn%,ProfitFactor,Sharpe,MaxDD%,Score
BCHUSDT,Vortex-Cross,W04,"Vortex(14) ATR×2.0",93,17.20,-43.67,0.19,-6.46,43.67,4.79
BCHUSDT,Vortex-Cross,W05,"Vortex(28) ATR×2.5",58,20.69,-17.26,0.46,-2.39,19.72,7.36
BCHUSDT,Vortex-Cross,W06,"Vortex(28) ATR×2.5",68,22.06,-12.80,0.62,-1.28,14.07,11.75
BCHUSDT,Vortex-Cross,W07,"Vortex(28) ATR×2.5",57,15.79,-18.18,0.31,-3.54,20.12,5.31
BCHUSDT,Vortex-Cross,W08,"Vortex(28) ATR×2.0",69,20.29,-18.71,0.47,-1.90,19.10,7.74
BCHUSDT,Vortex-Cross,W09,"Vortex(14) ATR×2.0",90,15.56,-28.63,0.33,-3.78,28.63,5.45
BCHUSDT,Vortex-Cross,W10,"Vortex(14) ATR×2.5",96,7.29,-39.09,0.13,-8.82,39.09,2.34
BCHUSDT,Vortex-Cross,W11,"Vortex(21) ATR×2.0",60,18.33,-13.72,0.38,-2.52,14.45,6.35
BCHUSDT,Vortex-Cross,W12,"Vortex(28) ATR×1.5",68,13.24,-17.71,0.39,-1.97,17.71,5.48
BCHUSDT,Vortex-Cross,W13,"Vortex(21) ATR×2.0",76,21.05,-15.61,0.55,-1.71,16.88,9.30
BCHUSDT,PSAR-Trail,W01,"PSAR(0.01/0.02/0.2) ATR×1.5",54,24.07,-14.61,0.65,-1.11,27.65,13.10
BCHUSDT,PSAR-Trail,W02,"PSAR(0.01/0.02/0.2) ATR×1.5",55,25.45,-20.46,0.47,-2.07,20.46,8.35
BCHUSDT,PSAR-Trail,W03,"PSAR(0.01/0.02/0.2) ATR×2.5",53,22.64,-19.52,0.54,-1.40,33.22,10.79
BCHUSDT,PSAR-Trail,W04,"PSAR(0.02/0.02/0.3) ATR×2.5",64,21.88,-32.52,0.31,-4.15,33.53,6.52
BCHUSDT,PSAR-Trail,W05,"PSAR(0.01/0.02/0.3) ATR×1.5",62,19.35,-23.08,0.39,-3.16,31.71,6.63
BCHUSDT,PSAR-Trail,W06,"PSAR(0.01/0.015/0.2) ATR×2.5",50,20.00,-28.65,0.32,-3.55,29.29,6.27
BCHUSDT,PSAR-Trail,W07,"PSAR(0.02/0.02/0.3) ATR×2.5",54,25.93,-16.52,0.49,-2.21,20.56,8.59
BCHUSDT,PSAR-Trail,W08,"PSAR(0.02/0.02/0.3) ATR×2.5",76,28.95,-25.36,0.51,-2.32,30.49,9.35
BCHUSDT,PSAR-Trail,W09,"PSAR(0.02/0.02/0.2) ATR×1.5",71,15.49,-31.99,0.20,-5.84,31.99,4.50
BCHUSDT,PSAR-Trail,W10,"PSAR(0.01/0.02/0.3) ATR×2.5",58,15.52,-32.91,0.11,-7.89,32.91,3.88
BCHUSDT,PSAR-Trail,W11,"PSAR(0.01/0.02/0.3) ATR×2.5",61,34.43,-12.59,0.47,-2.47,16.56,10.14
BCHUSDT,PSAR-Trail,W12,"PSAR(0.01/0.02/0.3) ATR×2.5",56,26.79,-10.38,0.72,-0.71,16.89,15.77
BCHUSDT,PSAR-Trail,W13,"PSAR(0.01/0.015/0.2) ATR×2.5",50,22.00,-29.92,0.30,-3.50,30.77,6.51
BNBUSDT,TripleEMA-MTF,W01,"EMA(5/34/55) ATR×3.0",23,13.04,-8.63,0.54,-1.01,14.18,10.49
BNBUSDT,TripleEMA-MTF,W02,"EMA(5/34/55) ATR×3.0",15,46.67,5.98,2.32,0.99,3.16,42.02
BNBUSDT,TripleEMA-MTF,W03,"EMA(13/21/89) ATR×3.0",8,12.50,-4.73,0.05,-4.51,4.73,2.82
BNBUSDT,TripleEMA-MTF,W04,"EMA(13/21/55) ATR×3.0",9,22.22,-0.05,0.99,-0.01,3.64,19.65
BNBUSDT,TripleEMA-MTF,W05,"EMA(5/34/89) ATR×3.0",21,4.76,-9.85,0.04,-7.81,9.85,1.27
BNBUSDT,TripleEMA-MTF,W06,"EMA(13/21/89) ATR×2.0",16,12.50,-5.96,0.09,-4.46,5.96,3.16
BNBUSDT,TripleEMA-MTF,W07,"EMA(13/21/89) ATR×2.5",22,18.18,-4.86,0.53,-1.16,6.22,10.87
BNBUSDT,TripleEMA-MTF,W08,"EMA(5/34/89) ATR×2.5",19,21.05,-1.30,0.86,-0.19,4.24,17.78
BNBUSDT,TripleEMA-MTF,W09,"EMA(9/34/55) ATR×2.5",15,20.00,-3.43,0.64,-0.62,4.66,14.23
BNBUSDT,TripleEMA-MTF,W10,"EMA(9/34/89) ATR×2.5",17,29.41,-1.36,0.75,-0.45,1.97,17.60
BNBUSDT,TripleEMA-MTF,W11,"EMA(9/21/55) ATR×2.5",21,28.57,-4.63,0.54,-1.10,6.24,13.23
BNBUSDT,TripleEMA-MTF,W12,"EMA(13/34/89) ATR×2.5",10,10.00,-6.69,0.08,-3.42,6.69,2.53
BNBUSDT,TripleEMA-MTF,W13,"EMA(13/21/55) ATR×2.5",12,25.00,-0.53,0.95,-0.07,8.17,19.69
BNBUSDT,Supertrend-MTF,W01,"ST(14,2.0) ATR×2.0",22,18.18,-15.22,0.05,-5.01,15.22,4.01
BNBUSDT,Supertrend-MTF,W02,"ST(14,2.0) ATR×2.0",20,20.00,-9.73,0.24,-2.89,10.32,5.68
BNBUSDT,Supertrend-MTF,W03,"ST(7,2.5) ATR×2.0",9,22.22,-2.82,0.35,-1.48,4.36,9.09
BNBUSDT,Supertrend-MTF,W04,"ST(14,3.0) ATR×2.5",6,16.67,0.50,1.17,0.13,2.03,21.25
BNBUSDT,Supertrend-MTF,W05,"ST(10,3.0) ATR×2.0",11,36.36,-2.17,0.29,-1.74,2.74,10.34
BNBUSDT,Supertrend-MTF,W06,"ST(7,3.0) ATR×2.0",19,10.53,-8.13,0.06,-6.36,8.13,2.55
BNBUSDT,Supertrend-MTF,W07,"ST(7,3.0) ATR×2.5",21,19.05,-4.36,0.53,-1.11,6.94,11.26
BNBUSDT,Supertrend-MTF,W08,"ST(10,2.5) ATR×2.5",17,23.53,-9.67,0.22,-3.08,9.67,6.26
BNBUSDT,Supertrend-MTF,W09,"ST(7,3.0) ATR×2.5",8,25.00,-4.48,0.20,-2.27,4.48,6.38
BNBUSDT,Supertrend-MTF,W10,"ST(14,3.0) ATR×2.5",11,27.27,-2.55,0.40,-1.36,3.31,10.95
BNBUSDT,Supertrend-MTF,W11,"ST(7,3.0) ATR×2.5",10,80.00,12.69,31.02,2.85,0.39,83.89
BNBUSDT,Supertrend-MTF,W12,"ST(7,3.0) ATR×2.5",11,9.09,-8.81,0.07,-4.62,8.81,2.30
BNBUSDT,Supertrend-MTF,W13,"ST(7,2.5) ATR×2.5",14,35.71,-1.60,0.89,-0.18,7.27,20.96
BNBUSDT,Donchian-MTF,W01,"Don(20) ATR×2.5",30,16.67,-14.82,0.49,-1.60,14.82,8.43
BNBUSDT,Donchian-MTF,W02,"Don(55) ATR×3.0",19,21.05,-5.99,0.50,-1.06,9.55,11.62
BNBUSDT,Donchian-MTF,W03,"Don(55) ATR×3.0",20,20.00,-5.12,0.37,-2.06,5.97,6.58
BNBUSDT,Donchian-MTF,W04,"Don(20) ATR×3.0",26,19.23,-6.99,0.48,-1.33,6.99,10.02
BNBUSDT,Donchian-MTF,W05,"Don(20) ATR×3.0",21,23.81,-1.31,0.86,-0.25,4.40,18.09
BNBUSDT,Donchian-MTF,W06,"Don(20) ATR×3.0",27,11.11,-12.62,0.14,-4.97,12.62,3.17
BNBUSDT,Donchian-MTF,W07,"Don(55) ATR×2.5",27,14.81,-9.34,0.31,-2.45,9.42,5.11
BNBUSDT,Donchian-MTF,W08,"Don(55) ATR×2.5",24,33.33,-8.48,0.51,-1.29,9.33,13.20
BNBUSDT,Donchian-MTF,W09,"Don(55) ATR×3.0",17,23.53,-5.70,0.57,-1.03,5.70,12.74
BNBUSDT,Donchian-MTF,W10,"Don(55) ATR×3.0",15,33.33,-1.72,0.76,-0.48,3.58,18.29
BNBUSDT,Donchian-MTF,W11,"Don(55) ATR×3.0",21,38.10,6.80,1.62,0.90,4.04,34.30
BNBUSDT,Donchian-MTF,W12,"Don(55) ATR×3.0",14,28.57,-2.84,0.79,-0.33,6.35,18.17
BNBUSDT,Donchian-MTF,W13,"Don(55) ATR×3.0",17,23.53,-6.17,0.58,-0.82,10.77,13.68
BNBUSDT,HullMA-Cross,W01,"Hull(21/55) ATR×1.5",46,21.74,-18.91,0.26,-3.87,18.91,6.17
BNBUSDT,HullMA-Cross,W02,"Hull(21/55) ATR×1.5",46,17.39,-9.38,0.52,-1.51,13.43,9.21
BNBUSDT,HullMA-Cross,W03,"Hull(9/34) ATR×2.5",81,19.75,-28.47,0.15,-8.11,28.47,5.03
BNBUSDT,HullMA-Cross,W04,"Hull(9/34) ATR×2.5",89,20.22,-25.60,0.32,-3.86,25.60,6.26
BNBUSDT,HullMA-Cross,W05,"Hull(9/34) ATR×2.5",78,25.64,-13.15,0.48,-2.31,15.42,8.52
BNBUSDT,HullMA-Cross,W06,"Hull(16/34) ATR×2.5",66,15.15,-23.38,0.16,-6.46,23.38,4.18
BNBUSDT,HullMA-Cross,W07,"Hull(21/55) ATR×2.5",41,29.27,-8.89,0.45,-1.87,10.43,9.54
BNBUSDT,HullMA-Cross,W08,"Hull(21/55) ATR×2.5",50,28.00,-12.90,0.51,-1.88,12.90,9.66
BNBUSDT,HullMA-Cross,W09,"Hull(21/55) ATR×2.5",42,28.57,-5.09,0.77,-0.62,6.48,16.85
BNBUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.5",40,27.50,-6.89,0.49,-1.88,8.72,9.43
BNBUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×2.5",46,36.96,-5.31,0.80,-0.64,8.32,18.65
BNBUSDT,HullMA-Cross,W12,"Hull(21/55) ATR×2.5",42,26.19,-16.64,0.64,-0.89,21.14,14.38
BNBUSDT,HullMA-Cross,W13,"Hull(16/55) ATR×2.0",59,15.25,-30.88,0.26,-4.41,30.88,4.89
BNBUSDT,Vortex-Cross,W01,"Vortex(21) ATR×2.0",76,15.79,-30.48,0.18,-5.83,30.48,4.44
BNBUSDT,Vortex-Cross,W02,"Vortex(21) ATR×2.0",63,15.87,-20.79,0.26,-4.48,20.79,4.99
BNBUSDT,Vortex-Cross,W03,"Vortex(14) ATR×1.5",79,12.66,-27.97,0.07,-11.55,27.97,3.03
BNBUSDT,Vortex-Cross,W04,"Vortex(28) ATR×2.5",54,20.37,-10.04,0.49,-1.84,10.04,8.21
BNBUSDT,Vortex-Cross,W05,"Vortex(28) ATR×2.5",42,23.81,-3.61,0.74,-0.66,5.91,15.51
BNBUSDT,Vortex-Cross,W06,"Vortex(28) ATR×2.5",70,14.29,-15.73,0.36,-3.18,16.08,5.37
BNBUSDT,Vortex-Cross,W07,"Vortex(28) ATR×2.5",63,11.11,-18.52,0.24,-4.16,18.52,3.93
BNBUSDT,Vortex-Cross,W08,"Vortex(28) ATR×2.5",60,18.33,-12.98,0.50,-1.68,13.97,8.48
BNBUSDT,Vortex-Cross,W09,"Vortex(28) ATR×2.0",53,20.75,-16.52,0.31,-3.48,17.09,6.29
BNBUSDT,Vortex-Cross,W10,"Vortex(28) ATR×2.0",60,16.67,-14.48,0.28,-3.99,15.73,5.33
BNBUSDT,Vortex-Cross,W11,"Vortex(21) ATR×2.5",71,22.54,-4.35,0.82,-0.56,8.05,16.26
BNBUSDT,Vortex-Cross,W12,"Vortex(21) ATR×2.5",66,27.27,-6.41,0.83,-0.41,12.58,17.93
BNBUSDT,Vortex-Cross,W13,"Vortex(28) ATR×2.5",58,13.79,-16.22,0.46,-1.84,18.36,6.69
BNBUSDT,PSAR-Trail,W01,"PSAR(0.01/0.02/0.2) ATR×2.5",59,35.59,-8.11,0.76,-0.82,13.41,17.32
BNBUSDT,PSAR-Trail,W02,"PSAR(0.01/0.015/0.3) ATR×2.0",48,22.92,-11.71,0.52,-1.80,16.20,9.09
BNBUSDT,PSAR-Trail,W03,"PSAR(0.01/0.02/0.2) ATR×2.0",67,19.40,-26.72,0.10,-8.90,26.96,4.59
BNBUSDT,PSAR-Trail,W04,"PSAR(0.01/0.02/0.2) ATR×2.5",58,20.69,-20.77,0.34,-3.05,20.84,6.49
BNBUSDT,PSAR-Trail,W05,"PSAR(0.01/0.02/0.2) ATR×2.5",59,30.51,-7.66,0.61,-1.59,10.57,12.07
BNBUSDT,PSAR-Trail,W06,"PSAR(0.01/0.015/0.3) ATR×2.0",60,15.00,-18.54,0.29,-3.76,18.54,5.05
BNBUSDT,PSAR-Trail,W07,"PSAR(0.01/0.015/0.2) ATR×2.0",55,20.00,-17.56,0.31,-3.46,17.56,6.18
BNBUSDT,PSAR-Trail,W08,"PSAR(0.01/0.015/0.2) ATR×2.0",57,22.81,-18.44,0.49,-2.05,19.60,7.99
BNBUSDT,PSAR-Trail,W09,"PSAR(0.01/0.015/0.2) ATR×2.0",52,15.38,-26.18,0.22,-4.96,27.76,4.59
BNBUSDT,PSAR-Trail,W10,"PSAR(0.01/0.015/0.2) ATR×2.5",52,19.23,-15.32,0.32,-3.39,15.32,6.08
BNBUSDT,PSAR-Trail,W11,"PSAR(0.01/0.015/0.2) ATR×2.5",57,36.84,4.04,1.14,0.36,10.43,25.92
BNBUSDT,PSAR-Trail,W12,"PSAR(0.01/0.015/0.2) ATR×2.5",47,34.04,-3.84,0.87,-0.33,11.96,19.83
BNBUSDT,PSAR-Trail,W13,"PSAR(0.01/0.015/0.2) ATR×2.5",52,23.08,-26.59,0.40,-2.69,26.59,7.44
BTCUSDT,TripleEMA-MTF,W01,"EMA(13/21/55) ATR×3.0",12,25.00,-2.16,0.75,-0.38,3.74,17.02
BTCUSDT,TripleEMA-MTF,W02,"EMA(13/21/89) ATR×3.0",7,28.57,-3.46,0.24,-1.47,3.46,9.63
BTCUSDT,TripleEMA-MTF,W03,"EMA(13/21/89) ATR×2.5",22,13.64,-4.26,0.63,-0.60,5.47,12.97
BTCUSDT,TripleEMA-MTF,W04,"EMA(13/34/89) ATR×3.0",14,14.29,-5.75,0.24,-2.21,6.46,4.55
BTCUSDT,TripleEMA-MTF,W05,"EMA(13/34/89) ATR×2.5",7,42.86,2.25,2.04,0.76,2.16,37.57
BTCUSDT,TripleEMA-MTF,W06,"EMA(13/34/55) ATR×2.5",20,10.00,-9.22,0.07,-5.61,9.48,2.49
BTCUSDT,TripleEMA-MTF,W07,"EMA(13/34/89) ATR×2.0",11,36.36,0.99,1.34,0.36,1.30,27.36
BTCUSDT,TripleEMA-MTF,W08,"EMA(13/34/89) ATR×3.0",9,22.22,-4.22,0.04,-3.90,4.22,4.74
BTCUSDT,TripleEMA-MTF,W09,"EMA(13/34/89) ATR×3.0",10,40.00,0.21,1.07,0.08,2.84,24.36
BTCUSDT,TripleEMA-MTF,W10,"EMA(13/34/55) ATR×3.0",14,14.29,-4.42,0.13,-3.55,4.42,3.76
BTCUSDT,TripleEMA-MTF,W11,"EMA(13/21/89) ATR×2.0",17,17.65,-5.16,0.16,-3.45,6.15,4.68
BTCUSDT,TripleEMA-MTF,W12,"EMA(13/21/55) ATR×2.5",19,26.32,-5.82,0.41,-1.65,6.31,9.56
BTCUSDT,TripleEMA-MTF,W13,"EMA(13/21/55) ATR×3.0",15,33.33,1.39,1.21,0.26,2.93,25.47
BTCUSDT,Supertrend-MTF,W01,"ST(14,2.5) ATR×2.5",5,20.00,-3.02,0.41,-0.96,4.28,11.23
BTCUSDT,Supertrend-MTF,W02,"ST(14,3.0) ATR×2.5",6,0.00,-3.59,0.00,-2.50,3.59,0.00
BTCUSDT,Supertrend-MTF,W03,"ST(14,3.0) ATR×2.5",14,7.14,-1.92,0.74,-0.32,5.09,13.64
BTCUSDT,Supertrend-MTF,W04,"ST(7,2.5) ATR×2.5",21,19.05,-6.30,0.41,-1.66,8.14,8.08
BTCUSDT,Supertrend-MTF,W05,"ST(7,2.5) ATR×2.0",9,44.44,2.26,1.89,0.88,2.52,36.65
BTCUSDT,Supertrend-MTF,W06,"ST(7,3.0) ATR×2.5",20,10.00,-12.13,0.03,-6.51,12.34,2.24
BTCUSDT,Supertrend-MTF,W07,"ST(14,3.0) ATR×2.5",13,38.46,3.46,1.62,0.56,2.89,32.34
BTCUSDT,Supertrend-MTF,W08,"ST(14,3.0) ATR×2.5",11,9.09,-6.63,0.01,-5.23,6.70,1.88
BTCUSDT,Supertrend-MTF,W09,"ST(14,3.0) ATR×2.5",13,23.08,-3.29,0.36,-1.69,3.71,8.43
BTCUSDT,Supertrend-MTF,W10,"ST(7,3.0) ATR×2.5",14,35.71,-1.84,0.54,-0.98,3.03,15.19
BTCUSDT,Supertrend-MTF,W11,"ST(7,3.0) ATR×2.0",15,13.33,-4.90,0.16,-3.27,5.02,3.81
BTCUSDT,Supertrend-MTF,W12,"ST(14,2.5) ATR×2.5",16,37.50,1.71,1.24,0.24,3.00,26.56
BTCUSDT,Supertrend-MTF,W13,"ST(14,2.5) ATR×2.5",11,36.36,-2.93,0.63,-0.67,5.32,17.20
BTCUSDT,Donchian-MTF,W01,"Don(55) ATR×3.0",16,31.25,-9.90,0.34,-1.55,10.08,10.51
BTCUSDT,Donchian-MTF,W02,"Don(55) ATR×3.0",18,33.33,-0.49,0.94,-0.09,5.95,21.19
BTCUSDT,Donchian-MTF,W03,"Don(55) ATR×3.0",18,22.22,-5.92,0.55,-0.97,5.92,12.56
BTCUSDT,Donchian-MTF,W04,"Don(20) ATR×3.0",31,12.90,-15.34,0.25,-3.73,16.10,4.34
BTCUSDT,Donchian-MTF,W05,"Don(55) ATR×3.0",16,25.00,-7.48,0.15,-3.52,7.81,6.03
BTCUSDT,Donchian-MTF,W06,"Don(55) ATR×2.5",21,23.81,-9.64,0.17,-3.74,9.64,5.96
BTCUSDT,Donchian-MTF,W07,"Don(55) ATR×3.0",21,23.81,-3.83,0.60,-0.75,5.22,14.17
BTCUSDT,Donchian-MTF,W08,"Don(55) ATR×3.0",22,9.09,-10.55,0.16,-4.24,10.55,2.92
BTCUSDT,Donchian-MTF,W09,"Don(55) ATR×3.0",20,25.00,-7.93,0.29,-2.45,7.93,7.06
BTCUSDT,Donchian-MTF,W10,"Don(20) ATR×3.0",24,29.17,-8.05,0.21,-3.44,9.38,7.27
BTCUSDT,Donchian-MTF,W11,"Don(20) ATR×3.0",24,33.33,1.08,1.12,0.23,3.04,24.26
BTCUSDT,Donchian-MTF,W12,"Don(20) ATR×3.0",25,28.00,-4.32,0.71,-0.68,7.74,16.04
BTCUSDT,Donchian-MTF,W13,"Don(55) ATR×3.0",22,22.73,-13.44,0.27,-2.58,13.44,6.43
BTCUSDT,HullMA-Cross,W01,"Hull(16/34) ATR×2.5",66,24.24,-19.08,0.43,-2.75,19.10,7.87
BTCUSDT,HullMA-Cross,W02,"Hull(21/34) ATR×1.5",57,21.05,-13.62,0.44,-2.51,13.62,7.26
BTCUSDT,HullMA-Cross,W03,"Hull(21/55) ATR×2.0",48,12.50,-17.14,0.21,-4.63,17.14,4.00
BTCUSDT,HullMA-Cross,W04,"Hull(21/55) ATR×2.0",45,13.33,-16.28,0.09,-6.86,16.50,3.33
BTCUSDT,HullMA-Cross,W05,"Hull(16/34) ATR×2.5",62,24.19,-13.42,0.33,-3.65,14.95,7.15
BTCUSDT,HullMA-Cross,W06,"Hull(16/34) ATR×2.0",58,15.52,-17.76,0.23,-4.98,17.76,4.74
BTCUSDT,HullMA-Cross,W07,"Hull(16/34) ATR×2.0",70,17.14,-18.87,0.33,-3.82,18.87,5.72
BTCUSDT,HullMA-Cross,W08,"Hull(21/55) ATR×2.0",42,9.52,-16.86,0.06,-8.76,16.86,2.29
BTCUSDT,HullMA-Cross,W09,"Hull(16/55) ATR×2.5",49,22.45,-8.01,0.59,-1.49,9.82,10.75
BTCUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.5",43,13.95,-13.86,0.16,-5.32,14.49,3.94
BTCUSDT,HullMA-Cross,W11,"Hull(16/55) ATR×2.5",58,18.97,-16.54,0.24,-4.92,17.56,5.44
BTCUSDT,HullMA-Cross,W12,"Hull(21/55) ATR×2.5",41,14.63,-15.85,0.28,-3.16,15.85,4.92
BTCUSDT,HullMA-Cross,W13,"Hull(16/55) ATR×2.5",52,17.31,-21.62,0.34,-3.36,21.62,5.85
BTCUSDT,Vortex-Cross,W01,"Vortex(14) ATR×2.0",77,22.08,-15.58,0.51,-2.37,15.58,8.00
BTCUSDT,Vortex-Cross,W02,"Vortex(14) ATR×2.0",83,20.48,-15.80,0.52,-1.91,20.39,8.09
BTCUSDT,Vortex-Cross,W03,"Vortex(14) ATR×2.0",88,7.95,-30.13,0.12,-8.91,30.13,2.43
BTCUSDT,Vortex-Cross,W04,"Vortex(14) ATR×2.0",76,14.47,-16.08,0.31,-3.49,16.47,5.05
BTCUSDT,Vortex-Cross,W05,"Vortex(14) ATR×2.5",82,12.20,-22.70,0.17,-6.48,23.94,3.60
BTCUSDT,Vortex-Cross,W06,"Vortex(14) ATR×1.5",71,14.08,-18.13,0.26,-4.44,18.13,4.63
BTCUSDT,Vortex-Cross,W07,"Vortex(14) ATR×1.5",96,8.33,-29.92,0.14,-8.01,29.92,2.63
BTCUSDT,Vortex-Cross,W08,"Vortex(28) ATR×2.5",65,10.77,-21.59,0.12,-7.84,21.59,2.98
BTCUSDT,Vortex-Cross,W09,"Vortex(28) ATR×2.5",62,14.52,-16.88,0.22,-4.88,16.88,4.43
BTCUSDT,Vortex-Cross,W10,"Vortex(14) ATR×2.0",83,8.43,-25.82,0.11,-9.52,26.78,2.46
BTCUSDT,Vortex-Cross,W11,"Vortex(28) ATR×1.5",52,3.85,-16.64,0.05,-9.95,16.64,1.14
BTCUSDT,Vortex-Cross,W12,"Vortex(14) ATR×2.5",93,13.98,-28.69,0.29,-4.73,28.69,4.80
BTCUSDT,Vortex-Cross,W13,"Vortex(21) ATR×2.0",66,18.18,-19.16,0.36,-3.27,21.16,6.16
BTCUSDT,PSAR-Trail,W01,"PSAR(0.01/0.02/0.3) ATR×2.5",58,27.59,-9.20,0.75,-0.76,16.67,15.96
BTCUSDT,PSAR-Trail,W02,"PSAR(0.01/0.015/0.2) ATR×2.5",48,33.33,-15.47,0.45,-2.08,15.47,9.83
BTCUSDT,PSAR-Trail,W03,"PSAR(0.01/0.015/0.2) ATR×2.5",49,14.29,-20.41,0.20,-4.62,20.41,4.25
BTCUSDT,PSAR-Trail,W04,"PSAR(0.01/0.02/0.2) ATR×2.5",63,30.16,-13.68,0.42,-2.86,14.47,8.97
BTCUSDT,PSAR-Trail,W05,"PSAR(0.01/0.02/0.3) ATR×2.5",61,21.31,-14.35,0.38,-2.84,20.23,6.92
BTCUSDT,PSAR-Trail,W06,"PSAR(0.01/0.015/0.2) ATR×2.5",51,21.57,-15.16,0.40,-2.65,16.01,7.09
BTCUSDT,PSAR-Trail,W07,"PSAR(0.01/0.015/0.3) ATR×2.5",47,21.28,-8.98,0.52,-1.78,8.98,8.82
BTCUSDT,PSAR-Trail,W08,"PSAR(0.01/0.015/0.2) ATR×2.5",49,12.24,-21.83,0.07,-8.82,21.83,2.95
BTCUSDT,PSAR-Trail,W09,"PSAR(0.01/0.02/0.2) ATR×2.5",74,17.57,-23.38,0.29,-4.66,23.44,5.53
BTCUSDT,PSAR-Trail,W10,"PSAR(0.01/0.015/0.2) ATR×2.5",46,21.74,-12.32,0.27,-4.09,13.43,6.24
BTCUSDT,PSAR-Trail,W11,"PSAR(0.01/0.015/0.2) ATR×2.5",57,24.56,-11.39,0.42,-2.74,11.97,7.84
BTCUSDT,PSAR-Trail,W12,"PSAR(0.01/0.015/0.2) ATR×2.5",50,26.00,-16.53,0.39,-2.76,17.16,7.91
BTCUSDT,PSAR-Trail,W13,"PSAR(0.01/0.015/0.2) ATR×2.5",51,25.49,-19.44,0.40,-2.86,22.70,7.90
CFXUSDT,TripleEMA-MTF,W01,"EMA(13/34/89) ATR×2.0",8,25.00,-1.49,0.76,-0.31,4.24,17.35
CFXUSDT,TripleEMA-MTF,W02,"EMA(13/21/89) ATR×3.0",15,26.67,-9.42,0.26,-2.05,12.15,7.12
CFXUSDT,TripleEMA-MTF,W03,"EMA(13/21/89) ATR×3.0",17,35.29,-6.25,0.57,-1.01,8.58,15.19
CFXUSDT,TripleEMA-MTF,W04,"EMA(13/21/55) ATR×1.5",18,22.22,-9.61,0.13,-3.62,9.61,5.34
CFXUSDT,TripleEMA-MTF,W05,"EMA(13/21/89) ATR×1.5",12,50.00,6.94,2.31,0.97,3.30,44.32
CFXUSDT,TripleEMA-MTF,W06,"EMA(13/21/89) ATR×1.5",26,15.38,-18.72,0.05,-6.83,18.72,3.43
CFXUSDT,TripleEMA-MTF,W07,"EMA(13/21/89) ATR×2.5",18,11.11,-12.14,0.09,-4.50,12.14,2.82
CFXUSDT,TripleEMA-MTF,W08,"EMA(13/34/89) ATR×2.5",14,21.43,18.94,1.82,0.52,14.32,41.07
CFXUSDT,TripleEMA-MTF,W09,"EMA(5/21/89) ATR×2.5",31,6.45,-18.51,0.15,-4.70,18.51,2.36
CFXUSDT,TripleEMA-MTF,W10,"EMA(5/21/55) ATR×2.5",15,6.67,-13.68,0.01,-4.71,13.68,1.40
CFXUSDT,TripleEMA-MTF,W11,"EMA(5/34/55) ATR×1.5",24,33.33,-6.91,0.50,-1.51,9.03,12.22
CFXUSDT,TripleEMA-MTF,W12,"EMA(5/21/89) ATR×2.0",20,25.00,-5.68,0.69,-0.68,11.76,15.29
CFXUSDT,TripleEMA-MTF,W13,"EMA(13/34/89) ATR×2.0",24,12.50,-18.53,0.27,-2.63,18.53,4.36
CFXUSDT,Supertrend-MTF,W01,"ST(10,3.0) ATR×2.0",10,10.00,-8.72,0.29,-1.71,8.72,5.21
CFXUSDT,Supertrend-MTF,W02,"ST(10,2.0) ATR×2.0",19,36.84,-12.66,0.46,-1.24,14.91,13.74
CFXUSDT,Supertrend-MTF,W03,"ST(7,2.5) ATR×2.0",15,40.00,-5.37,0.64,-0.77,8.60,17.61
CFXUSDT,Supertrend-MTF,W04,"ST(10,2.5) ATR×2.0",12,25.00,-4.85,0.56,-0.84,6.77,13.76
CFXUSDT,Supertrend-MTF,W05,"ST(10,2.5) ATR×2.0",13,30.77,0.19,1.02,0.02,5.72,21.84
CFXUSDT,Supertrend-MTF,W06,"ST(10,2.0) ATR×2.5",28,28.57,-3.86,0.84,-0.33,7.91,18.54
CFXUSDT,Supertrend-MTF,W07,"ST(7,2.0) ATR×2.5",20,25.00,1.44,1.09,0.11,6.89,22.12
CFXUSDT,Supertrend-MTF,W08,"ST(7,3.0) ATR×2.5",10,20.00,13.37,1.63,0.38,13.99,38.71
CFXUSDT,Supertrend-MTF,W09,"ST(7,3.0) ATR×2.5",14,14.29,-4.65,0.65,-0.57,6.01,13.37
CFXUSDT,Supertrend-MTF,W10,"ST(7,3.0) ATR×2.5",6,16.67,-5.52,0.06,-3.07,5.52,3.72
CFXUSDT,Supertrend-MTF,W11,"ST(10,2.0) ATR×1.5",21,0.00,-18.82,0.00,-21.14,18.82,0.00
CFXUSDT,Supertrend-MTF,W12,"ST(7,2.5) ATR×2.0",10,30.00,-3.23,0.69,-0.53,5.60,16.93
CFXUSDT,Supertrend-MTF,W13,"ST(10,3.0) ATR×2.5",15,20.00,-8.43,0.50,-1.02,11.01,11.57
CFXUSDT,Donchian-MTF,W01,"Don(20) ATR×2.0",28,32.14,3.84,1.14,0.23,12.95,25.10
CFXUSDT,Donchian-MTF,W02,"Don(20) ATR×2.0",37,24.32,-18.56,0.47,-1.68,19.63,9.51
